5.005199999999999580e-04,0.000000000000000000e+00
5.005899999999999760e-04,1.000000000000000000e+00
9.994500000000000346e-04,1.000000000000000000e+00
9.994800000000000732e-04,0.000000000000000000e+00
1.794465997760208735e-03,0.000000000000000000e+00
1.794535997760208753e-03,1.000000000000000000e+00
1.999450000000000272e-03,1.000000000000000000e+00
1.999480000000000094e-03,0.000000000000000000e+00
2.976059906578605672e-03,0.000000000000000000e+00
2.976129906578605690e-03,1.000000000000000000e+00
2.999450000000000293e-03,1.000000000000000000e+00
2.999480000000000115e-03,0.000000000000000000e+00
3.976045345617414128e-03,0.000000000000000000e+00
3.976115345617413713e-03,1.000000000000000000e+00
3.999449999999999880e-03,1.000000000000000000e+00
3.999479999999999702e-03,0.000000000000000000e+00
4.794351623750607236e-03,0.000000000000000000e+00
4.794421623750606820e-03,1.000000000000000000e+00
4.999449999999999901e-03,1.000000000000000000e+00
4.999479999999999723e-03,0.000000000000000000e+00
5.500472875639023269e-03,0.000000000000000000e+00
5.500542875639022854e-03,1.000000000000000000e+00
5.999449999999999922e-03,1.000000000000000000e+00
5.999479999999999744e-03,0.000000000000000000e+00
6.206612124299040918e-03,0.000000000000000000e+00
6.206682124299040502e-03,1.000000000000000000e+00
6.999449999999999943e-03,1.000000000000000000e+00
6.999479999999999764e-03,0.000000000000000000e+00
7.024965536684339533e-03,0.000000000000000000e+00
7.025035536684339117e-03,1.000000000000000000e+00
7.999449999999999963e-03,1.000000000000000000e+00
7.999479999999999785e-03,0.000000000000000000e+00
8.025009219567785443e-03,0.000000000000000000e+00
8.025079219567785027e-03,1.000000000000000000e+00
8.999450000000000852e-03,1.000000000000000000e+00
8.999480000000000673e-03,0.000000000000000000e+00
9.206650248969020997e-03,0.000000000000000000e+00
9.206720248969020581e-03,1.000000000000000000e+00
9.999450000000001740e-03,1.000000000000000000e+00
9.999480000000001562e-03,0.000000000000000000e+00
1.050061424872153829e-02,0.000000000000000000e+00
1.050068424872153787e-02,1.000000000000000000e+00
1.099945000000000263e-02,1.000000000000000000e+00
1.099948000000000245e-02,0.000000000000000000e+00
1.179446599776021176e-02,0.000000000000000000e+00
1.179453599776021135e-02,1.000000000000000000e+00
1.199945000000000352e-02,1.000000000000000000e+00
1.199948000000000334e-02,0.000000000000000000e+00
1.297605990657860892e-02,0.000000000000000000e+00
1.297612990657860850e-02,1.000000000000000000e+00
1.299945000000000440e-02,1.000000000000000000e+00
1.299948000000000423e-02,0.000000000000000000e+00
1.397604534561741954e-02,0.000000000000000000e+00
1.397611534561741913e-02,1.000000000000000000e+00
1.399945000000000529e-02,1.000000000000000000e+00
1.399948000000000511e-02,0.000000000000000000e+00
1.479435162375061265e-02,0.000000000000000000e+00
1.479442162375061223e-02,1.000000000000000000e+00
1.499945000000000618e-02,1.000000000000000000e+00
1.499948000000000600e-02,0.000000000000000000e+00
1.550047287563902955e-02,0.000000000000000000e+00
1.550054287563902913e-02,1.000000000000000000e+00
1.599945000000000533e-02,1.000000000000000000e+00
1.599948000000000689e-02,0.000000000000000000e+00
1.620661212429904893e-02,0.000000000000000000e+00
1.620668212429905025e-02,1.000000000000000000e+00
1.699945000000000622e-02,1.000000000000000000e+00
1.699948000000000778e-02,0.000000000000000000e+00
1.702496553668434928e-02,0.000000000000000000e+00
1.702503553668435060e-02,1.000000000000000000e+00
1.799945000000000711e-02,1.000000000000000000e+00
1.799948000000000867e-02,0.000000000000000000e+00
1.802500921956779259e-02,0.000000000000000000e+00
